FIELD_NAME	FIELD_TYPE	FIELD_LEN	FIELD_DEC	FIELD_LABL	QUEST_LOC	MISSING	NOTAPPL	DEFAULT	FIELD_VALI	FIELD_CODE	FIELD_EDIT	FIELD_CARR	ORDER_SCRN	ORDER_FILE	COMMENT1	MEAS_CLASS	IDBOOK	FMT	VALID_VAL	MIN_MAX	FILTER_VAR	FILTER_CND	CONFIRMED
S032306	C	2	0	EYES REACT TO CHANGES (2)	(S07_03)	99	98	97	S032306$'20#29#10#19#70#79#99#98#96'	CORRECT RESPONSE:20;CORRECT RESPONSE:29;PARTIALLY CORRECT RESPONSE:10;PARTIALLY CORRECT RESPONSE:19;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	335	335	BIOLOGY\APPLYING (T) (S07_03)	SA	6,7		20;29;10;19;70;79;				
S032640	C	2	0	EXERCISE IS IMPORTANT FOR HEALTH (1)	(S07_04)	99	98	97	S032640$'10#11#12#19#70#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;CORRECT RESPONSE:12;CORRECT RESPONSE:19;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	336	336	BIOLOGY\KNOWING (T) (S07_04)	SA	6,7		10;11;12;19;70;79;				
S032579	C	1	0	DIAGRAM FOR STRUCTURE OF MATTER (B)	(S07_05)	9	8	7	S032579$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	337	337	CHEMISTRY\APPLYING (T) (S07_05)	M2	6,7		1;2;3;4;				
S032570	C	2	0	IDENTIFY IF SUBSTANCE IS METAL (1)	(S07_06)	99	98	97	S032570$'10#11#12#19#70#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;CORRECT RESPONSE:12;CORRECT RESPONSE:19;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	338	338	CHEMISTRY\REASONING (T) (S07_06)	SA	6,7		10;11;12;19;70;79;				
S032024	C	1	0	ENERGY CONVERSION IN A FLASHLIGHT (C)	(S07_07)	9	8	7	S032024$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	339	339	PHYSICS\KNOWING (T) (S07_07)	M3	6,7		1;2;3;4;				
S032272	C	2	0	WATER LEVEL IN HEATED CONTAINER (1)	(S07_08)	99	98	97	S032272$'10#19#70#71#72#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:19;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:72;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	340	340	PHYSICS\REASONING (T) (S07_08)	SA	6,7		10;19;70;71;72;79;				
S032141	C	1	0	GRAVITY ACTING ON PARACHUTE JUMPER (D)	(S07_09)	9	8	7	S032141$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	341	341	PHYSICS\APPLYING (T) (S07_09)	M4	6,7		1;2;3;4;				
S032060	C	2	0	ORDER OF STEPS IN THE WATER CYCLE (1)	(S07_10)	99	98	97	S032060$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	342	342	EARTH SCIENCE\APPLYING (T) (S07_10)	SA	6,7		10;79;				
S032463	C	1	0	SOIL CHANGE DUE TO NATURAL CAUSES (D)	(S07_11)	9	8	7	S032463$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	343	343	EARTH SCIENCE\KNOWING (T) (S07_11)	M4	6,7		1;2;3;4;				
S032650A	C	2	0	CHANGES AT HIGH ELEVATIONS (1)	(S07_12A)	99	98	97	S032650A$'10#11#12#19#70#71#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;CORRECT RESPONSE:12;CORRECT RESPONSE:19;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	344	344	EARTH SCIENCE\APPLYING (T) (S07_12)	SA	6,7		10;11;12;19;70;71;79;				
S032650B	C	2	0	CHANGES AT HIGH ELEVATIONS (1)	(S07_12B)	99	98	97	S032650B$'10#11#12#19#70#71#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;CORRECT RESPONSE:12;CORRECT RESPONSE:19;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	345	345	EARTH SCIENCE\APPLYING (T) (S07_12)	SA	6,7		10;11;12;19;70;71;79;				
S032650Z	C	2	0	CHANGES AT HIGH ELEVATIONS-DERVIVED (2)	(S07_12Z)	99	98	97	S032650Z$'21#20#11#10#79#99#98#96'	CORRECT RESPONSE:21;CORRECT RESPONSE:20;PARTIALLY CORRECT RESPONSE:11;PARTIALLY CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	346	346	EARTH SCIENCE\APPLYING (T) (S07_12)	DPC_D	6,7		21;20;11;10;79;				
S032514	C	1	0	GROWTH OF ALGAE IN A LAKE (C)	(S07_13)	9	8	7	S032514$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	347	347	BIOLOGY\APPLYING (T) (S07_13)	M3	6,7		1;2;3;4;				
S052076	C	1	0	BEST SOURCE OF CARBOHYDRATES (A)	(S08_01)	9	8	7	S052076$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	348	348	BIOLOGY\KNOWING (S08_01)	M1	7,8		1;2;3;4;				
S052272	C	2	0	TROUT AND FROG POPULATIONS (1)	(S08_02)	99	98	97	S052272$'10#11#70#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	349	349	BIOLOGY\REASONING (S08_02)	SA	7,8		10;11;70;79;				
S052085A	C	2	0	CROCODILE FACTS: WHY WELL SUITED (1)	(S08_03A)	99	98	97	S052085A$'10#70#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	350	350	BIOLOGY\REASONING (S08_03)	SA	7,8		10;70;79;				
S052085B	C	2	0	CROCODILE FACTS: ADVANTAGE VISION (1)	(S08_03B)	99	98	97	S052085B$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	351	351	BIOLOGY\REASONING (S08_03)	SA	7,8		10;79;				
S052094	C	2	0	SIMILARITY BETWEEN BIRD AND FROG (1)	(S08_04)	99	98	97	S052094$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	352	352	BIOLOGY\APPLYING (S08_04)	SA	7,8		10;79;				
S052248	C	1	0	CAVEFISH WITH NO EYES (B)	(S08_05)	9	8	7	S052248$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	353	353	BIOLOGY\APPLYING (S08_05)	M2	7,8		1;2;3;4;				
S052146	C	2	0	DENSITY OF CORN OIL AND ALUMINUM (1)	(S08_06)	99	98	97	S052146$'10#70#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	354	354	CHEMISTRY\APPLYING (S08_06)	SA	7,8		10;70;79;				
S052282	C	1	0	PROPERTY OF ACID AND BASE (C)	(S08_07)	9	8	7	S052282$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	355	355	CHEMISTRY\KNOWING (S08_07)	M3	7,8		1;2;3;4;				
S052299	C	1	0	PROCESS THAT MAKES STATUE  DARK (B)	(S08_08)	9	8	7	S052299$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	356	356	CHEMISTRY\KNOWING (S08_08)	M2	7,8		1;2;3;4;				
S052144	C	1	0	EASY TO COMPRESS GASES (D)	(S08_09)	9	8	7	S052144$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	357	357	PHYSICS\KNOWING (S08_09)	M4	7,8		1;2;3;4;				
S052214	C	2	0	RECOGNIZE LIQUIDS FROM DENSITY (1)	(S08_10)	99	98	97	S052214$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	358	358	PHYSICS\REASONING (S08_10)	SA	7,8		10;79;				
S052221	C	1	0	TICKING CLOCK SOUND IN BOWL (B)	(S08_11)	9	8	7	S052221$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	359	359	PHYSICS\APPLYING (S08_11)	M2	7,8		1;2;3;4;				
S052101	C	2	0	INFORMATION FROM VOLCANIC ERUPTION (1)	(S08_12)	99	98	97	S052101$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	360	360	EARTH SCIENCE\REASONING (S08_12)	SA	7,8		10;79;				
S052113	C	1	0	CLIMATE OF CITY NEAR EQUATOR (A)	(S08_13)	9	8	7	S052113$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	361	361	EARTH SCIENCE\APPLYING (S08_13)	M1	7,8		1;2;3;4;				
S052107	C	1	0	CONSTELLATION BELOW HORIZON (C)	(S08_14)	9	8	7	S052107$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	362	362	EARTH SCIENCE\APPLYING (S08_14)	M3	7,8		1;2;3;4;				
S042053	C	1	0	VACCINATE PEOPLE AGAINST INFLUENZA (C)	(S09_01)	9	8	7	S042053$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	363	363	BIOLOGY\APPLYING (T) (S09_01)	M3	8,9		1;2;3;4;				
S042408	C	2	0	BIRDS CAN'T SURVIVE WITHOUT PLANTS (1)	(S09_02)	99	98	97	S042408$'10#11#70#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	364	364	BIOLOGY\APPLYING (T) (S09_02)	SA	8,9		10;11;70;79;				
S042015	C	1	0	FUNCTION OF THE CELL MEMBRANE (D)	(S09_03)	9	8	7	S042015$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	365	365	BIOLOGY\KNOWING (T) (S09_03)	M4	8,9		1;2;3;4;				
S042309	C	1	0	GIRAFFES WITH SHORT AND LONG NECKS (D)	(S09_04)	9	8	7	S042309$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	366	366	BIOLOGY\APPLYING (T) (S09_04)	M4	8,9		1;2;3;4;				
S042049A	C	2	0	POPULATION OF RABBITS AND LYNXES (1)	(S09_05A)	99	98	97	S042049A$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	367	367	BIOLOGY\APPLYING (T) (S09_05)	SA	8,9		10;79;				
S042049B	C	2	0	NUMBER OF LYNXES IN 1996 VS 2004 (1)	(S09_05B)	99	98	97	S042049B$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	368	368	BIOLOGY\REASONING (T) (S09_05)	SA	8,9		10;79;				
S042182	C	1	0	TYPE OF ENERGY COMPRESSED SPRING (C)	(S09_06)	9	8	7	S042182$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	369	369	PHYSICS\KNOWING (T) (S09_06)	M3	8,9		1;2;3;4;				
S042402	C	2	0	HEAT FLOW IN METAL CUBES (1)	(S09_07)	99	98	97	S042402$'10#70#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	370	370	PHYSICS\APPLYING (T) (S09_07)	SA	8,9		10;70;79;				
S042228A	C	2	0	VOLUME OF THE NECK CHAIN (1)	(S09_08A)	99	98	97	S042228A$'10#11#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	371	371	CHEMISTRY\REASONING (T) (S09_08)	SA	8,9		10;11;79;				
S042228B	C	2	0	COMPLETE TABLE 3 WITH PERCENT GOLD (1)	(S09_08B)	99	98	97	S042228B$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	372	372	CHEMISTRY\REASONING (T) (S09_08)	SA	8,9		10;79;				
S042228C	C	2	0	NECK CHAIN WITH MOST GOLD (1)	(S09_08C)	99	98	97	S042228C$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	373	373	CHEMISTRY\APPLYING (T) (S09_08)	SA	8,9		10;79;				
S042126	C	1	0	GAS INCREASING IN ATMOSPHERE (A)	(S09_09)	9	8	7	S042126$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	374	374	EARTH SCIENCE\KNOWING (T) (S09_09)	M1	8,9		1;2;3;4;				
S042210	C	1	0	MASS/VOLUME OF FROZEN WATER (C)	(S09_10)	9	8	7	S042210$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	375	375	PHYSICS\KNOWING (T) (S09_10)	M3	8,9		1;2;3;4;				
S042176	C	2	0	FLASKS CONTAIN FRESH & SALT WATER (1)	(S09_11)	99	98	97	S042176$'10#11#70#71#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	376	376	PHYSICS\REASONING (T) (S09_11)	SA	8,9		10;11;70;71;79;				
S042211	C	2	0	FORCES ON STUDENT SITTING ON WALL (1)	(S09_12)	99	98	97	S042211$'10#11#12#19#70#71#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;CORRECT RESPONSE:12;CORRECT RESPONSE:19;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	377	377	PHYSICS\APPLYING (T) (S09_12)	SA	8,9		10;11;12;19;70;71;79;				
S042135	C	2	0	WATER CYCLE PROCESSES (1)	(S09_13)	99	98	97	S042135$'10#70#71#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	378	378	EARTH SCIENCE\KNOWING (T) (S09_13)	SA	8,9		10;70;71;79;				
S042257	C	1	0	WHAT CAUSES THE PHASES OF THE MOON (B)	(S09_14)	9	8	7	S042257$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	379	379	EARTH SCIENCE\KNOWING (T) (S09_14)	M2	8,9		1;2;3;4;				
S052003	C	1	0	ANNUAL GROWTH RINGS (B)	(S10_01)	9	8	7	S052003$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	380	380	BIOLOGY\KNOWING (S10_01)	M2	9,10		1;2;3;4;				
S052071	C	1	0	BIRDS PUFF UP FEATHERS IN COLD (C)	(S10_02)	9	8	7	S052071$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	381	381	BIOLOGY\APPLYING (S10_02)	M3	9,10		1;2;3;4;				
S052246	C	1	0	LIMBS FROM DIFFERENT ORGANISMS (A)	(S10_03)	9	8	7	S052246$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	382	382	BIOLOGY\APPLYING (S10_03)	M1	9,10		1;2;3;4;				
S052276	C	1	0	GOOD SOURCE OF CALCIUM (D)	(S10_04)	9	8	7	S052276$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	383	383	BIOLOGY\KNOWING (S10_04)	M4	9,10		1;2;3;4;				
S052303A	C	1	0	POND: FISH EAT MOSQUITO LARVAE (B)	(S10_05A)	9	8	7	S052303A$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	384	384	BIOLOGY\APPLYING (S10_05)	M2	9,10		1;2;3;4;				
S052303B	C	2	0	POND: ADDING MORE FISH (1)	(S10_05B)	99	98	97	S052303B$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	385	385	BIOLOGY\REASONING (S10_05)	SA	9,10		10;79;				
S052125	C	1	0	BODY PARTS AS ORGAN SYSTEMS (D)	(S10_06)	9	8	7	S052125$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	386	386	BIOLOGY\APPLYING (S10_06)	M4	9,10		1;2;3;4;				
S052145	C	2	0	STATE OF WATER, MERCURY, IRON (1)	(S10_07)	99	98	97	S052145$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	387	387	CHEMISTRY\REASONING (S10_07)	SA	9,10		10;79;				
S052049	C	2	0	SEPARATING IRON AND COPPER (2)	(S10_08)	99	98	97	S052049$'20#10#79#99#98#96'	CORRECT RESPONSE:20;PARTIALLY CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	388	388	CHEMISTRY\APPLYING (S10_08)	SA	9,10		20;10;79;				
S052063	C	1	0	CHEMICAL PROCESS RELEASES ENERGY (C)	(S10_09)	9	8	7	S052063$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	389	389	CHEMISTRY\KNOWING (S10_09)	M3	9,10		1;2;3;4;				
S052192	C	1	0	MIRROR BEHIND SCREEN (A)	(S10_10)	9	8	7	S052192$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	390	390	PHYSICS\REASONING (S10_10)	M1	9,10		1;2;3;4;				
S052232	C	1	0	BELL ON RAMI'S BIKE (D)	(S10_11)	9	8	7	S052232$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	391	391	PHYSICS\REASONING (S10_11)	M4	9,10		1;2;3;4;				
S052141	C	2	0	PRESSURE FROM WOODEN BLOCK (1)	(S10_12)	99	98	97	S052141$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	392	392	PHYSICS\APPLYING (S10_12)	SA	9,10		10;79;				
S052096	C	1	0	NON-RENEWABLE ENERGY SOURCE (A)	(S10_13)	9	8	7	S052096$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	393	393	EARTH SCIENCE\KNOWING (S10_13)	M1	9,10		1;2;3;4;				
S052116	C	2	0	ADVANTAGES OF LONG ROOTS IN SOIL (2)	(S10_14)	99	98	97	S052116$'20#10#79#99#98#96'	CORRECT RESPONSE:20;PARTIALLY CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	394	394	EARTH SCIENCE\REASONING (S10_14)	SA	9,10		20;10;79;				
S052110	C	2	0	WEIGHT LESS ON MOON THAN EARTH (1)	(S10_15)	99	98	97	S052110$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	395	395	EARTH SCIENCE\APPLYING (S10_15)	SA	9,10		10;79;				
S042042	C	1	0	WHICH ORGANISM IS A PRODUCER (A)	(S11_01)	9	8	7	S042042$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	396	396	BIOLOGY\KNOWING (T) (S11_01)	M1	10,11		1;2;3;4;				
S042030	C	2	0	WHAT KIND OF REPRODUCTION (1)	(S11_02)	99	98	97	S042030$'10#11#70#71#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	397	397	BIOLOGY\APPLYING (T) (S11_02)	SA	10,11		10;11;70;71;79;				
S042003	C	1	0	O2-CO2 EXCHANGE IN AN ANIMAL SKIN (B)	(S11_03)	9	8	7	S042003$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	398	398	BIOLOGY\APPLYING (T) (S11_03)	M2	10,11		1;2;3;4;				
S042110	C	1	0	WHICH NAILS RUSTED MOST (D)	(S11_04)	9	8	7	S042110$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	399	399	CHEMISTRY\APPLYING (T) (S11_04)	M4	10,11		1;2;3;4;				
S042222A	C	2	0	LIFE CYCLE STAGE MONARCH GROWS (1)	(S11_05A)	99	98	97	S042222A$'10#19#70#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:19;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	400	400	BIOLOGY\APPLYING (T) (S11_05)	SA	10,11		10;19;70;79;				
S042222B	C	2	0	LIFE CYCLE STAGE MONARCH DEVELOPS (1)	(S11_05B)	99	98	97	S042222B$'10#11#19#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;CORRECT RESPONSE:19;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	401	401	BIOLOGY\APPLYING (T) (S11_05)	SA	10,11		10;11;19;79;				
S042222C	C	1	0	ADVANTAGE FOR VICEROY BUTTERFLY (B)	(S11_05C)	9	8	7	S042222C$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	402	402	BIOLOGY\APPLYING (T) (S11_05)	M2	10,11		1;2;3;4;				
S042065	C	1	0	GOOD CONDUCTOR OF HEAT-ELECTRICITY (C)	(S11_06)	9	8	7	S042065$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	403	403	CHEMISTRY\KNOWING (T) (S11_06)	M3	10,11		1;2;3;4;				
S042280	C	1	0	RELATIVE SPEED OF SOUND (D)	(S11_07)	9	8	7	S042280$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	404	404	PHYSICS\REASONING (T) (S11_07)	M4	10,11		1;2;3;4;				
S042088	C	2	0	WHICH SOLUTION IS MORE DILUTE (1)	(S11_08)	99	98	97	S042088$'10#70#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	405	405	CHEMISTRY\APPLYING (T) (S11_08)	SA	10,11		10;70;79;				
S042218	C	1	0	WHY DOES A BALLOON WITH HELIUM RISE (B)	(S11_09)	9	8	7	S042218$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	406	406	PHYSICS\APPLYING (T) (S11_09)	M2	10,11		1;2;3;4;				
S042104	C	2	0	BALANCE AFTER HCL-NAOH ARE MIXED (1)	(S11_10)	99	98	97	S042104$'10#11#70#71#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	407	407	CHEMISTRY\REASONING (T) (S11_10)	SA	10,11		10;11;70;71;79;				
S042064	C	2	0	WHY OIL FLOATS ON TOP OF WATER (1)	(S11_11)	99	98	97	S042064$'10#19#70#71#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:19;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	408	408	CHEMISTRY\APPLYING (T) (S11_11)	SA	10,11		10;19;70;71;79;				
S042273	C	2	0	SEEING LIGHTNING & HEARING THUNDER (1)	(S11_12)	99	98	97	S042273$'10#70#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	409	409	PHYSICS\APPLYING (T) (S11_12)	SA	10,11		10;70;79;				
S042301	C	2	0	WHAT CAUSES AN EARTHQUAKE (1)	(S11_13)	99	98	97	S042301$'10#11#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	410	410	EARTH SCIENCE\KNOWING (T) (S11_13)	SA	10,11		10;11;79;				
S042312	C	1	0	WHAT ROTATION OF EARTH CAUSES (C)	(S11_14)	9	8	7	S042312$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	411	411	EARTH SCIENCE\KNOWING (T) (S11_14)	M3	10,11		1;2;3;4;				
S042217	C	1	0	SHADOW OF A TREE ON A SUNNY DAY (B)	(S11_15)	9	8	7	S042217$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	412	412	EARTH SCIENCE\KNOWING (T) (S11_15)	M2	10,11		1;2;3;4;				
S042406	C	2	0	DIRECTION RIVER FLOWS (1)	(S11_16)	99	98	97	S042406$'10#70#71#72#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:72;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	413	413	EARTH SCIENCE\APPLYING (T) (S11_16)	SA	10,11		10;70;71;72;79;				
S052090A	C	1	0	INFLUENZA: CAUSE (A)	(S12_01A)	9	8	7	S052090A$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	414	414	BIOLOGY\KNOWING (S12_01)	M1	11,12		1;2;3;4;				
